date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:14:12	2199/2199	---MCZ	200	added ('OK')	application/json	date:Sat,%2022%20Aug%202020%2021:14:11%20GMT	https://happilyhosein.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhappilyhosein.com%2F	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-json/oembed/1.0/embed58c5.json	(from https://happilyhosein.com/)
16:14:12	2595/2595	---MCZ	200	added ('OK')	text/xml	date:Sat,%2022%20Aug%202020%2021:14:12%20GMT	https://happilyhosein.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhappilyhosein.com%2F&format=xml	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-json/oembed/1.0/embed44ba	(from https://happilyhosein.com/)
16:14:12	605/605	---M--	200	added ('OK')	image/png	etag:%2225d-5a7f02d2b442e%22	https://happilyhosein.com/wp-content/uploads/2019/11/cropped-favicon-32x32.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/uploads/2019/11/cropped-favicon-32x32.png	(from https://happilyhosein.com/)
16:14:12	4642/4642	---M--	200	added ('OK')	image/png	etag:%221222-5a7f02d1eb555%22	https://happilyhosein.com/wp-content/uploads/2019/11/cropped-favicon-192x192.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/uploads/2019/11/cropped-favicon-192x192.png	(from https://happilyhosein.com/)
16:14:13	4131/4131	---M--	200	added ('OK')	image/png	etag:%221023-5a7f02d25aa95%22	https://happilyhosein.com/wp-content/uploads/2019/11/cropped-favicon-180x180.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/uploads/2019/11/cropped-favicon-180x180.png	(from https://happilyhosein.com/)
16:14:13	1395253/1395253	---M--	200	added ('OK')	image/jpeg	etag:%22154a35-5a871b5e1364a%22	https://happilyhosein.com/wp-content/uploads/2020/06/IMG_6608_Fotor-compressor.jpg	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/uploads/2020/06/IMG_6608_Fotor-compressor.jpg	(from https://happilyhosein.com/)
16:14:13	1618167/1618167	---M--	200	added ('OK')	image/png	etag:%2218b0f7-595d76dd8b17b%22	https://happilyhosein.com/wp-content/uploads/2019/10/ezgif-4-ff859f20b90d.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/uploads/2019/10/ezgif-4-ff859f20b90d.png	(from https://happilyhosein.com/)
16:14:14	53987/53987	---MCZ	200	added ('OK')	text/css	etag:W/%22d2e3-5957490ad6ad9%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min.css?ver=6.0.3	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min1eb7.css	(from https://happilyhosein.com/)
16:14:14	27700/27700	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Aug%202020%2021:14:13%20GMT	https://happilyhosein.com/wedding-live-stream/	B:/src/HappilyHoseinStatic/happilyhosein.com/wedding-live-stream/index.html	(from https://happilyhosein.com/)
16:14:14	18097/18097	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Aug%202020%2021:14:14%20GMT	https://happilyhosein.com/parking/	B:/src/HappilyHoseinStatic/happilyhosein.com/parking/index.html	(from https://happilyhosein.com/)
16:14:14	30611/30611	---MCZ	200	added ('OK')	text/css	etag:W/%227793-5957490ad5369%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=6.0.3	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min1eb7.css	(from https://happilyhosein.com/)
16:14:14	14440/14440	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%223868-595749048adc3%22	https://happilyhosein.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.4	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/contact-form-7/includes/js/scripts58e0.js	(from https://happilyhosein.com/)
16:14:15	4874/4874	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22130a-5957486020007%22	https://happilyhosein.com/wp-content/themes/stack/style/js/parallax.js?ver=10.5.17	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/themes/stack/style/js/parallaxa741.js	(from https://happilyhosein.com/)
16:14:15	34701/34701	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22878d-59574860203ef%22	https://happilyhosein.com/wp-content/themes/stack/style/js/isotope.js?ver=10.5.17	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/themes/stack/style/js/isotopea741.js	(from https://happilyhosein.com/)
16:14:15	5340/5340	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2214dc-5957486020007%22	https://happilyhosein.com/wp-content/themes/stack/style/js/final-countdown.js?ver=10.5.17	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/themes/stack/style/js/final-countdowna741.js	(from https://happilyhosein.com/)
16:14:16	54097/54097	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22d351-59574860203ef%22	https://happilyhosein.com/wp-content/themes/stack/style/js/flickity.js?ver=10.5.17	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/themes/stack/style/js/flickitya741.js	(from https://happilyhosein.com/)
16:14:16	10635/10635	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22298b-5957486020007%22	https://happilyhosein.com/wp-content/themes/stack/style/js/granim.js?ver=10.5.17	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/themes/stack/style/js/granima741.js	(from https://happilyhosein.com/)
16:14:16	6007/6007	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221777-5957486020007%22	https://happilyhosein.com/wp-content/themes/stack/style/js/smooth-scroll.js?ver=10.5.17	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/themes/stack/style/js/smooth-scrolla741.js	(from https://happilyhosein.com/)
16:14:16	5648/5648	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221610-5957486020007%22	https://happilyhosein.com/wp-content/themes/stack/style/js/spectragram.js?ver=10.5.17	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/themes/stack/style/js/spectragrama741.js	(from https://happilyhosein.com/)
16:14:17	15486/15486	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%223c7e-5957486020007%22	https://happilyhosein.com/wp-content/themes/stack/style/js/twitter-post-fetcher.js?ver=10.5.17	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/themes/stack/style/js/twitter-post-fetchera741.js	(from https://happilyhosein.com/)
16:14:17	53244/53244	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22cffc-59574860203ef%22	https://happilyhosein.com/wp-content/themes/stack/style/js/ytplayer.js?ver=10.5.17	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/themes/stack/style/js/ytplayera741.js	(from https://happilyhosein.com/)
16:14:17	3991/3991	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22f97-59574860203ef%22	https://happilyhosein.com/wp-content/themes/stack/style/js/easy-pie-chart.js?ver=10.5.17	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/themes/stack/style/js/easy-pie-charta741.js	(from https://happilyhosein.com/)
16:14:17	13857/13857	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%223621-59574860203ef%22	https://happilyhosein.com/wp-content/themes/stack/style/js/steps.js?ver=10.5.17	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/themes/stack/style/js/stepsa741.js	(from https://happilyhosein.com/)
16:14:18	9335/9335	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%222477-59574860203ef%22	https://happilyhosein.com/wp-content/themes/stack/style/js/lightbox.js?ver=10.5.17	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/themes/stack/style/js/lightboxa741.js	(from https://happilyhosein.com/)
16:14:18	7841/7841	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221ea1-59574860203ef%22	https://happilyhosein.com/wp-content/themes/stack/style/js/scripts_wp.js?ver=10.5.17	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/themes/stack/style/js/scripts_wpa741.js	(from https://happilyhosein.com/)
16:14:18	82852/82852	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22143a4-59574860203ef%22	https://happilyhosein.com/wp-content/themes/stack/style/js/scripts.js?ver=10.5.17	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/themes/stack/style/js/scriptsa741.js	(from https://happilyhosein.com/)
16:14:19	1403/1403	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2257b-574ae5793f880%22	https://happilyhosein.com/wp-includes/js/wp-embed.min.js?ver=5.2.7	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-includes/js/wp-embed.min6e7a.js	(from https://happilyhosein.com/)
16:14:19	20601/20601	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225079-5957490b002e9%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=6.0.3	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min1eb7.js	(from https://happilyhosein.com/)
16:14:19	9237/9237	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%222415-5957490acfd79%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/lib/vc_waypoints/vc-waypoints.min.js?ver=6.0.3	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/lib/vc_waypoints/vc-waypoints.min1eb7.js	(from https://happilyhosein.com/)
16:14:20	12310/12310	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f3ab7f9-3016%22	https://ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	B:/src/HappilyHoseinStatic/ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	(from https://happilyhosein.com/)
16:14:20	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-595749048c533%22	https://happilyhosein.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://happilyhosein.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.4)
16:14:20	29695/29695	---MCZ	200	added ('OK')	text/css	etag:W/%228ea8-595748602deaf-gzip%22	https://happilyhosein.com/wp-content/themes/stack/style.css	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/themes/stack/style.css	(from https://happilyhosein.com/wp-content/themes/stack-child/style.css?ver=10.5.17)
16:14:20	302/302	---M--	200	added ('OK')	image/png	etag:%2212e-5957490ae8031%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/vc/alert.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/vc/alert.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:21	323/323	---M--	200	added ('OK')	image/png	etag:%22143-5957490ae6ca9%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/vc/info.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/vc/info.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:21	244/244	---M--	200	added ('OK')	image/png	etag:%22f4-5957490ae8419%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/vc/tick.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/vc/tick.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:21	495/495	---M--	200	added ('OK')	image/png	etag:%221ef-5957490ae6ca9%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/vc/exclamation.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/vc/exclamation.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:21	712/712	---M--	200	added ('OK')	image/png	etag:%222c8-5957490b00ea1%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/address-book.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/address-book.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:22	841/841	---M--	200	added ('OK')	image/png	etag:%22349-5957490b00ea1%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:22	694/694	---M--	200	added ('OK')	image/png	etag:%222b6-5957490b00ea1%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/anchor.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/anchor.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:22	544/544	---M--	200	added ('OK')	image/png	etag:%22220-5957490b00ea1%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/application-image.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/application-image.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:23	590/590	---M--	200	added ('OK')	image/png	etag:%2224e-5957490b00ea1%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/arrow.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/arrow.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:23	682/682	---M--	200	added ('OK')	image/png	etag:%222aa-5957490b01671%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:23	705/705	---M--	200	added ('OK')	image/png	etag:%222c1-5957490b00ea1%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:23	674/674	---M--	200	added ('OK')	image/png	etag:%222a2-5957490b01289%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/balloon.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/balloon.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:24	717/717	---M--	200	added ('OK')	image/png	etag:%222cd-5957490b01671%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:24	691/691	---M--	200	added ('OK')	image/png	etag:%222b3-5957490b00ab9%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:24	700/700	---M--	200	added ('OK')	image/png	etag:%222bc-5957490b01671%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:25	648/648	---M--	200	added ('OK')	image/png	etag:%22288-5957490b01671%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:25	621/621	---M--	200	added ('OK')	image/png	etag:%2226d-5957490b00ea1%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/binocular.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/binocular.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:25	688/688	---M--	200	added ('OK')	image/png	etag:%222b0-5957490b01289%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:25	700/700	---M--	200	added ('OK')	image/png	etag:%222bc-5957490b00ea1%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:26	647/647	---M--	200	added ('OK')	image/png	etag:%22287-5957490b00ea1%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:26	763/763	---M--	200	added ('OK')	image/png	etag:%222fb-5957490b01289%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:26	690/690	---M--	200	added ('OK')	image/png	etag:%222b2-5957490b01289%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:26	709/709	---M--	200	added ('OK')	image/png	etag:%222c5-5957490b01289%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:27	691/691	---M--	200	added ('OK')	image/png	etag:%222b3-5957490b01671%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:27	635/635	---M--	200	added ('OK')	image/png	etag:%2227b-5957490b01289%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:27	590/590	---M--	200	added ('OK')	image/png	etag:%2224e-5957490b00ab9%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
16:14:28	635/635	---M--	200	added ('OK')	image/png	etag:%2227b-5957490b01671%22	https://happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/camera.png	B:/src/HappilyHoseinStatic/happilyhosein.com/wp-content/plugins/js_composer/assets/images/icons/camera.png	(from https://happilyhosein.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3)
